id,concept,feature,story,expected,trigger,files,endpoint,status,test_result,severity,notes,edge_cases,test_cases,defect_count,last_tested
upload-26,Upload,Optional malware scan (ClamAV),"As a security owner, I want uploads scanned for malware so that an infected file is rejected before it is parsed or vaulted.","When CLAMAV_HOST is set, every document/pricing-sheet upload is streamed to clamd via INSTREAM before parsing; a signature hit → 422 (with sig name); an unreachable/timed-out/inconclusive scanner fails CLOSED → 503 (never silently passes); when CLAMAV_HOST is unset the scan is a no-op; blocking socket I/O runs off-thread.",POST /api/ingestion/upload/document or /upload/pricing-sheet,caos/server/avscan.py:81,POST /api/ingestion/upload/document; POST /api/ingestion/upload/pricing-sheet,Pass,"Pass — wizard steps, create-issuer write (37→38 persisted), EDGAR 503 not-configured banner; ingest validation covered by pytest",,"test_avscan.py (8): clean OK, FOUND→422, NUL payload clean, unset→no-op, unreachable/inconclusive/overlong→503 fail-closed, INSTREAM framing.","an unreachable/timed-out/inconclusive scanner fails CLOSED → 503 (never silently passes); API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: POST /api/ingestion/upload/document or /upload/pricing-sheet → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
upload-27,Upload,EDGAR issuer filings list,"As an analyst, I want an issuer's recent SEC filings so that I can pick a covenant-bearing document to import.","GET /api/edgar/filings/{cik} returns recent filings as pointer hits (cik, accession, form, filed_date, title, primary_doc, source_url; provenance=pointer); optional forms= CSV filter (split to a list); limit Query(1..100, default 25) → 422 outside range; 503 if EDGAR_USER_AGENT unset; rate-limited per caller; upstream EdgarError → 502.",EDGAR import drilldown by CIK,caos/server/routes/edgar.py:121,GET /api/edgar/filings/{cik},Pass,"Pass — wizard steps, create-issuer write (37→38 persisted), EDGAR 503 not-configured banner; ingest validation covered by pytest",,"test_edgar.py (NEW): filings route 503 without UA, returns pointer hits + forwards forms/limit, rejects limit 0/101 (422).","limit Query(1..100, default 25) → 422 outside range; rate-limited per caller; upstream EdgarError → 502; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: GET filings/{}: cik(required); limit(min=1,max=100)","happy: EDGAR import drilldown by CIK → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: large input stays capped/debounced per expected",0,2026-07-02
shell-01,Shell,Concept Nav Switcher,"As an analyst, I want a persistent nav bar so that I can switch concepts without returning to directory.","8 concept links (Command/Pipeline/Deep-Dive/Model/Report/Monitor/Research/Query) with icons+labels (compact labels only active); active accent bg; Settings + analyst badge to right; tooltip ""hold SPACE + ← / →"".",nav click / page load,caos/frontend/src/components/shared/ConceptNav.tsx:64,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,steady-state only (static render),"happy: nav click / page load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-02,Shell,Space+Arrow Concept Hotkeys,"As an analyst, I want keyboard concept switching so that I navigate without the mouse.",Hold SPACE + ←/→ cycles concepts (wraps); inactive while typing in input/textarea/contenteditable; disabled on blur.,SPACE+←/→,caos/frontend/src/components/shared/ConceptHotkeys.tsx:11,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,steady-state only (static render),"happy: SPACE+←/→ → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-03,Shell,Analyst Identity Badge,"As an analyst, I want my initials shown everywhere so that I know who's signed in.","Initials pill (accent border) top-right of every header; not rendered for proxy/local (source!==""profile""); tooltip ""Signed in as {full_name} — click to sign out"".",app load / profile created,caos/frontend/src/components/shared/AnalystBadge.tsx:12,GET /api/auth/me,Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: app load / profile created → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-04,Shell,Logout Action,"As an analyst, I want to sign out so that another user can sign in.","Click badge → confirm ""Sign out {full_name}?""; POST /api/auth/logout clears cookie; RequireAuth re-resolves → LoginLanding; badge disabled (opacity-50) during logout.",badge click,caos/frontend/src/components/shared/AnalystBadge.tsx:18,POST /api/auth/logout,Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: badge click → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-05,Shell,Skip to Content Link,"As a keyboard user, I want a skip link so that screen reader users jump to content.","First focusable; sr-only by default; on focus shows ""Skip to content"" top-left (fixed, z-modal) → #main-content; WCAG 2.4.1.",keyboard focus / page load,caos/frontend/src/app/layout.tsx:29,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",Low,F1 FIXED (2026-06-25): removed the duplicate 'Skip to content' link from upload/page.tsx; the global one in layout.tsx (+ #main-content target) is the single landmark. Verified: /upload now has exactly 1 skip link.,steady-state only (static render),"happy: keyboard focus / page load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",1,2026-07-02
shell-06,Shell,Global Ask Launcher (Cmd/Ctrl+K),"As an analyst, I want global Ask from any page so that I can Q&A anywhere.","Floating ""✦ Ask"" (bottom-left) when not open; Cmd/Ctrl+K toggles; Esc closes; Deep-Dive/Model scope = IssuerChat, others = cross-issuer NL modal; disabled while typing; resets on navigation.",Cmd/Ctrl+K / button / Esc,caos/frontend/src/components/shared/Ask.tsx:10,POST /api/chat/issuer; POST /api/query/nl,Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",Low,"F2 FIXED (2026-06-25): AskLauncher now returns null when no signed-in profile (useAuth: !user||needsLogin), so '✦ Ask ⌘K' no longer floats over the login screen. Verified hidden pre-auth, present + ⌘K modal opens post-auth.","Esc closes; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST chat/issuer: messages(required) || POST query/nl: question(required,minLen=1,maxLen=500)","happy: Cmd/Ctrl+K / button / Esc → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",1,2026-07-02
shell-07,Shell,Root Redirect to Directory,"As a user, I want / to redirect to the directory so that I don't see a blank landing.","""/"" → router.replace(""/issuers""); renders null during redirect.",route load /,caos/frontend/src/app/page.tsx:6,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,steady-state only (static render),"happy: route load / → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-08,Shell,Directory Back Link,"As an analyst, I want a consistent back link so that I return to directory from any concept.","""← Directory"" left of every sub-header → /issuers; hover accent; not on directory itself.",page load,caos/frontend/src/components/shared/PageSubHeader.tsx:19,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,steady-state only (static render),"happy: page load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-09,Shell,Evidence Selection Sync (Cross-Pane),"As an analyst, I want focused evidence to highlight across Deep-Dive so that I trace claims to sources.",Hover/focus E-xx publishes id to EvidenceSyncContext; subscribing panes highlight matching E-xx + CP-5B drivers citing it; default context inert (no-op) so EvChip works without provider.,evidence hover/focus/click,caos/frontend/src/lib/evidence-sync.tsx:1,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,,steady-state only (static render),"happy: evidence hover/focus/click → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-10,Shell,Per-route error boundary,"As an analyst, I want a broken view to stay recoverable so that one failing pane never blanks the whole workspace.","A render/data exception in any route segment renders error.tsx (role=alert card, ""Something broke on this view"", Retry → reset()); the root layout/chrome stays mounted; error logged to console (no external tracker by policy); error.digest shown as ""ref …"" when present.",route render throws,caos/frontend/src/app/error.tsx:11,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,Render asserted by src/app/error-surfaces.test.tsx (role=alert + Retry + 'Something broke' + digest ref).,"A render/data exception in any route segment renders error.tsx (role=alert card, ""Something broke on this view"", Retry → reset()); error logged to console (no external tracker by policy); error.digest shown as ""ref …"" when present","happy: route render throws → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-11,Shell,Root error boundary (global-error),"As an analyst, I want a fatal layout crash to still show a branded recovery surface so that I never hit a raw white screen.","A failure in the root layout itself renders global-error.tsx, which supplies its own <html>/<body> with inline CAOS-palette styles (renders even if the CSS pipeline is gone); shows ""Fatal error / The workspace failed to load"", a Try again button (reset()), and ""ref …"" when error.digest is present.",root layout throws,caos/frontend/src/app/global-error.tsx:8,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,Render asserted by src/app/error-surfaces.test.tsx (own <html>/<body> + role=alert + 'Try again' + 'failed to load').,"A failure in the root layout itself renders global-error.tsx, which supplies its own <html>/<body> with inline CAOS-palette styles (renders even if the CSS pipeline is gone); shows ""Fatal error / The workspace failed to load"", a Try again button (reset()), and ""ref …"" when error.digest is present","happy: root layout throws → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-12,Shell,Custom 404 (not-found),"As an analyst, I want an unknown URL to land on a CAOS page so that I can get back to work instead of seeing a stock error.","An unmatched route renders not-found.tsx (""404 / No such view"", explanatory copy) with a Link href=""/"" ""Back to Command Center""; server component, no interactivity.",navigate to a non-existent route,caos/frontend/src/app/not-found.tsx:7,none (client-only),Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,"Render asserted by src/app/error-surfaces.test.tsx (404 + 'No such view' + href=""/"" back link).","An unmatched route renders not-found.tsx (""404 / No such view"", explanatory copy) with a Link href=""/"" ""Back to Command Center""; server component, no interactivity","happy: navigate to a non-existent route → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: dependent data absent → explicit empty state; invalid: unexpected/corrupt local input → defaults, no crash; security: n/a (no server write) — page still behind RequireAuth; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
shell-13,Shell,Health / readiness probe,"As an operator, I want a readiness endpoint so that the proxy/healthcheck only routes traffic when the app can actually serve.","GET /api/health probes the DB (SELECT 1) → 200 {status, version, llm: configured|demo-fallback, db: ok} when ready; a DB error returns 503 {status: degraded, db: error} so the Docker healthcheck/gate holds traffic; no auth required (infra probe).",container healthcheck / proxy gate,caos/server/routes/health.py:24,GET /api/health,Pass,"Pass — nav, root redirect, analyst badge (QB), login/logout round-trip verified",,"test_api.py::test_health — GET /api/health probes DB, returns status/version/llm/db (503 degraded on DB error).","GET /api/health probes the DB (SELECT 1) → 200 {status, version, llm: configured|demo-fallback, db: ok} when ready; a DB error returns 503 {status: degraded, db: error} so the Docker healthcheck/gate holds traffic; no auth required (infra probe); API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: container healthcheck / proxy gate → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-01,Auth,Code-Gated Login Form,"As an analyst, I want to enter an access code + name so that I create/resume my profile.","Full-screen LoginLanding when needsLogin; access code (password, numeric, autofocus) + name (max 120); both required to enable Submit; POST /api/auth/profile; error state; ""Signing in…"" + disabled while submitting.",route load (no profile) / logout,caos/frontend/src/components/shared/LoginLanding.tsx:11,POST /api/auth/profile,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"error state; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: route load (no profile) / logout → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
auth-02,Auth,Login Rate Limiting (IP),"As an analyst, I want brute-force prevention so that the shared code stays secret.","10 attempts / 60s per source IP; exceed → 429 ""Too many attempts — wait a minute.""",login attempt,caos/server/routes/auth.py:92,POST /api/auth/profile (429),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"10 attempts / 60s per source IP; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login attempt → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-03,Auth,Constant-Time Code Validation,"As the system, I want constant-time code comparison so that timing attacks can't leak the code.","hmac.compare_digest vs ANALYST_SIGNUP_CODE (default 131113); mismatch → 401 ""Invalid access code.""",login submit,caos/server/routes/auth.py:100,POST /api/auth/profile (401),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"mismatch → 401 ""Invalid access code.""; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login submit → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-04,Auth,Code Config Enforcement (fail-closed),"As the system, I want to fail closed if code unset so that any code isn't silently accepted.","ANALYST_SIGNUP_CODE unset/empty → 503 ""Login disabled — access code not configured.""",login attempt,caos/server/routes/auth.py:97,POST /api/auth/profile (503),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"ANALYST_SIGNUP_CODE unset/empty → 503 ""Login disabled — access code not configured.""; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login attempt → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-05,Auth,SSO Email-Based Profile Keying,"As an analyst on SSO, I want my profile keyed to email so that nobody steals my name.",X-Forwarded-Email present → profile created/looked up by email; can rename own profile; cannot adopt another email's name (409); one profile per SSO identity.,login submit (SSO),caos/server/routes/auth.py:117,POST /api/auth/profile (SSO header),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login submit (SSO) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-06,Auth,Local Profile Creation (Proxy-less),"As a local/dev user, I want name-only profiles so that I test without SSO.","No X-Forwarded-Email → profile by name (case-insensitive, unique); rename allowed only if no SSO email binding.",login submit (local),caos/server/routes/auth.py:137,POST /api/auth/profile (no SSO header),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"No X-Forwarded-Email → profile by name (case-insensitive, unique); rename allowed only if no SSO email binding; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login submit (local) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-07,Auth,Analyst Name Sanitization,"As the system, I want to sanitize names so that control chars don't break logging/DB.",name + SSO email passed through sanitize_field() (removes interior control chars) before persistence.,login submit,caos/server/routes/auth.py:112,POST /api/auth/profile,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login submit → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-08,Auth,Signed Session Cookie,"As an analyst, I want my session to persist so that I don't log in every time.","POST profile sets signed httpOnly cookie, 30-day max-age, Secure on non-dev, SameSite=lax, signed JWT (id/name/email); cleared by logout.",login submit / logout,caos/server/routes/auth.py:63,POST /api/auth/profile; POST /api/auth/logout,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login submit / logout → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-09,Auth,Identity Resolution (/api/auth/me),"As an analyst, I want identity resolved per load so that I know who's logged in.","GET /api/auth/me → MeResponse (id, email, full_name, role, is_active, source profile/proxy/local); RequireAuth gates pages; login form only when source!==""profile""; 8s timeout → error card + RETRY.",page load / RequireAuth mount,caos/frontend/src/components/shared/AuthProvider.tsx:49,GET /api/auth/me,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"8s timeout → error card + RETRY; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: page load / RequireAuth mount → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
auth-10,Auth,Login Error Display,"As an analyst, I want clear login errors so that I know what went wrong.","Shows server detail (Invalid access code / Too many attempts / name taken) or default ""Couldn't sign in — check the code and try again.""; clears on next submit; role=alert.",login submit (failure),caos/frontend/src/components/shared/LoginLanding.tsx:25,POST /api/auth/profile (error),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"Shows server detail (Invalid access code / Too many attempts / name taken) or default ""Couldn't sign in — check the code and try again.""; API unreachable/timeout → bounded failure state, no hang (axios 20s default); validation: POST auth/profile: code(required,minLen=1,maxLen=64); name(required,minLen=1,maxLen=120)","happy: login submit (failure) → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
auth-11,Auth,RequireAuth Gate,"As the frontend, I want every page gated so that unauthenticated users can't access analysis.","RequireAuth shows Loading… while fetching me; LoginLanding if needsLogin; ""Can't reach the CAOS API"" error card + RETRY if unreachable; renders children only when user set & not loading.",page load,caos/frontend/src/components/shared/RequireAuth.tsx:14,GET /api/auth/me,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,,"""Can't reach the CAOS API"" error card + RETRY if unreachable; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: page load → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite); responsive: ≤sm viewport keeps layout usable (hidden xl/2xl adornments collapse)",0,2026-07-02
auth-12,Auth,Logout revokes all sessions,"As an analyst, I want logout to sign me out everywhere so that a lost or copied cookie can't keep a session alive.","POST /api/auth/logout bumps the analyst's token_version (invalidating every existing token, this device and any other, on its next request) and clears the cookie; reads the cookie directly (not via get_identity) so it still revokes + 204s even on a stale/absent/otherwise-rejected cookie.",click Logout,caos/server/routes/auth.py:162,POST /api/auth/logout,Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,test_token_revocation.py::test_logout_revokes_prior_token + test_auth_profile logout 204 — bump token_version invalidates prior cookie.,"POST /api/auth/logout bumps the analyst's token_version (invalidating every existing token, this device and any other, on its next request) and clears the cookie; reads the cookie directly (not via get_identity) so it still revokes + 204s even on a stale/absent/otherwise-rejected cookie; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: click Logout → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
auth-13,Auth,Token-version revocation enforcement,"As the platform, I want every request to re-check the session's revocation epoch so that a revoked token stops working immediately.","The signed cookie carries the analyst's token_version (""v"") at mint; identity.get_identity accepts a profile cookie only when analyst.token_version == data.get(""v"",0); a stale/revoked token, a missing row (e.g. GDPR-erased analyst), or a legacy token vs a bumped row falls through to header/dev identity (re-login). Column added by migration 0011.",any authenticated request,caos/server/identity.py:163,GET /api/auth/me (and all gated endpoints),Pass,"Pass — login (POST /api/auth/profile 201), me resolution, logout; rate-limit/constant-time/keying covered by pytest (test_auth_profile)",,test_identity.py::test_revoked_token_version_rejected — cookie 'v' must equal row token_version; mismatch falls through to re-login.,"a stale/revoked token, a missing row (e.g. GDPR-erased analyst), or a legacy token vs a bumped row falls through to header/dev identity (re-login). Column added by migration 0011; API unreachable/timeout → bounded failure state, no hang (axios 20s default)","happy: any authenticated request → expected behaviour [regression 2026-07-02: pytest 795/vitest 274/e2e 11/axe 0]; error: endpoint 4xx/5xx → surfaced error/degraded state, never blank; invalid: malformed params/body → 422 (FastAPI validation); security: unauthenticated → identity gate (RequireAuth / get_identity); no cross-analyst read; boundary/perf: no unbounded fan-out on render (lists finite)",0,2026-07-02
